
 frequency_dependence   1

 band_index     1    16
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 12
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1  1  0  0  1  0  0  0 -1
 mtrx03 =  0 -1  0  1 -1  0  0  0  1
 mtrx04 = -1  1  0 -1  0  0  0  0  1
 mtrx05 =  0 -1  0 -1  0  0  0  0 -1
 mtrx06 =  1  0  0  1 -1  0  0  0 -1
 mtrx07 =  1  0  0  0  1  0  0  0 -1
 mtrx08 = -1  1  0  0  1  0  0  0  1
 mtrx09 = -1  1  0 -1  0  0  0  0 -1
 mtrx10 =  0 -1  0  1 -1  0  0  0 -1
 mtrx11 =  1  0  0  1 -1  0  0  0  1
 mtrx12 =  0 -1  0 -1  0  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  11   10.463761   10.463761   -1.646733    0.956154   -2.802984   -3.493563   -4.042221   11.012420   10.978641   -2.718668   -3.409247   11.096735   11.057766    0.938435
  12   10.764205   10.764205   -0.407364    0.213631   -1.302761   -1.496493   -1.822434   11.090146   11.076931   -1.288742   -1.482474   11.104165   11.090382    0.959458
  13   11.128926   11.128926   -1.814535    1.042633   -3.341132   -4.113034   -4.980727   11.996619   11.931536   -3.266373   -4.038275   12.071378   12.000687    0.924993
  14   11.991873   11.991873   -0.232395    0.141080   -0.598660   -0.689975   -0.621982   11.923879   11.925024   -0.585485   -0.676800   11.937055   11.937978    0.983157
  15   12.092740   12.092740   -0.182409    0.091478   -0.863643   -0.954574   -1.052397   12.190564   12.187563   -0.853430   -0.944360   12.200778   12.197463    0.969320
  16   12.676591   12.676591   -0.315538    0.158151   -1.089105   -1.246492   -1.447214   12.877313   12.870401   -1.071242   -1.228630   12.895175   12.887648    0.965565
 
       k =  0.250000  0.416667  0.000000 ik =  30 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.277344  -18.277344  -27.296829   15.251173   -9.900272  -21.945929  -17.420816  -22.802457  -21.854100   -9.718348  -21.764005  -22.620533  -21.710303    0.790424
   2  -12.496016  -12.496016  -22.390544   11.700998   -8.835383  -19.524929  -15.727943  -16.293001  -15.637664   -8.580564  -19.270110  -16.038182  -15.426826    0.827406
   3  -10.819534  -10.819534  -22.526514   11.742491   -9.252864  -20.036887  -16.198556  -14.657864  -14.014505   -8.968685  -19.752708  -14.373685  -13.777959    0.832386
   4   -4.699945   -4.699945  -19.429516   10.261463   -9.610552  -18.778606  -16.008967   -7.469584   -7.053728   -9.238524  -18.406578   -7.097557   -6.737560    0.849852
   5    0.411341    0.411341   -6.001875    3.206553   -7.249723  -10.045044  -11.375102    1.741398    1.564388   -7.109031   -9.904352    1.882091    1.686356    0.866915
   6    7.906195    7.906195   -2.960021    1.664769   -4.929054   -6.224306   -7.512686    9.194576    9.059053   -4.785044   -6.080296    9.338585    9.187915    0.894812
   7    8.057769    8.057769   -2.199543    1.153608   -4.291805   -5.337741   -6.707433    9.427461    9.288764   -4.239175   -5.285111    9.480092    9.336065    0.898739
   8    9.260812    9.260812   -1.710866    1.033681   -2.729349   -3.406534   -3.844122    9.698401    9.673856   -2.641689   -3.318874    9.786061    9.756599    0.943909
   9    9.503984    9.503984   -2.634715    1.559264   -4.126460   -5.201912   -6.079824   10.381896   10.309956   -3.995252   -5.070703   10.513104   10.430413    0.918056
  10    9.612044    9.612044   -0.287024    0.156808   -0.892629   -1.022846   -1.085563    9.674760    9.672967   -0.886277   -1.016493    9.681113    9.679138    0.971407
  11   10.463761   10.463761   -1.646733    0.956152   -2.802981   -3.493563   -4.042221   11.012420   10.978641   -2.718666   -3.409247   11.096735   11.057766    0.938435
  12   10.764205   10.764205   -0.407364    0.213632   -1.302760   -1.496492   -1.822434   11.090147   11.076932   -1.288741   -1.482473   11.104166   11.090383    0.959458
  13   11.128926   11.128926   -1.814535    1.042632   -3.341132   -4.113034   -4.980727   11.996618   11.931535   -3.266373   -4.038275   12.071377   12.000687    0.924993
  14   11.991873   11.991873   -0.232395    0.141079   -0.598660   -0.689975   -0.621982   11.923879   11.925024   -0.585484   -0.676800   11.937055   11.937978    0.983157
  15   12.092740   12.092740   -0.182409    0.091478   -0.863644   -0.954574   -1.052397   12.190563   12.187562   -0.853430   -0.944360   12.200777   12.197462    0.969320
  16   12.676591   12.676591   -0.315538    0.158152   -1.089105   -1.246491   -1.447214   12.877314   12.870402   -1.071242   -1.228629   12.895176   12.887649    0.965565
 
       k =  0.333333  0.333333  0.000000 ik =  31 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.074830  -18.074830  -27.404796   15.315195   -9.997622  -22.087223  -17.559053  -22.603000  -21.659139   -9.811562  -21.901162  -22.416940  -21.511862    0.791558
   2  -12.342972  -12.342972  -22.109282   11.516961   -8.753070  -19.345391  -15.732554  -15.955808  -15.335958   -8.487767  -19.080088  -15.690505  -15.116173    0.828431
   3  -11.442497  -11.442497  -22.700739   11.865819   -9.176122  -20.011042  -15.957119  -15.496420  -14.806654   -8.916464  -19.751385  -15.236762  -14.591177    0.829852
   4   -4.370186   -4.370186  -19.831221   10.507969   -9.902328  -19.225579  -16.473974   -7.121791   -6.706938   -9.502178  -18.825430   -6.721641   -6.367118    0.849233
   5    0.183817    0.183817   -5.661735    2.985775   -7.051845   -9.727805  -11.051697    1.507708    1.333141   -6.935441   -9.611401    1.624113    1.434197    0.868141
   6    7.801498    7.801498   -2.535268    1.333513   -4.669915   -5.871670   -7.385718    9.315547    9.153990   -4.626801   -5.828555    9.358661    9.192504    0.893295
   7    8.906018    8.906018   -4.565710    2.610245   -7.013029   -8.968493  -10.582595   10.520119   10.307094   -6.748395   -8.703860   10.784753   10.536802    0.868022
   8   10.107544   10.107544   -2.843719    1.545538   -4.854703   -6.152885   -7.526543   11.481202   11.336119   -4.702877   -6.001059   11.633028   11.471909    0.894382
   9   10.860032   10.860032   -0.964868    0.468981   -2.498880   -2.994767   -3.961330   11.826596   11.755669   -2.475237   -2.971125   11.850238   11.777576    0.926620
  10   11.611711   11.611711   -0.364903    0.180823   -1.356464   -1.540543   -1.917475   11.988643   11.971436   -1.331409   -1.515489   12.013697   11.995347    0.954350
  11   11.724791   11.724791   -0.120106    0.074094   -0.440929   -0.486941   -0.374668   11.612518   11.614063   -0.433060   -0.479072   11.620387   11.621824    0.986242
  12   11.775696   11.775696   -0.140330    0.081997   -0.442074   -0.500406   -0.394980   11.670270   11.671810   -0.433908   -0.492241   11.678435   11.679856    0.985389
  13   11.837429   11.837429   -0.097345    0.048951   -0.419466   -0.467860   -0.404452   11.774021   11.774942   -0.416690   -0.465084   11.776798   11.777678    0.985479
  14   11.841106   11.841106   -0.081087    0.031412   -0.761001   -0.810676   -0.880082   11.910512   11.908451   -0.756419   -0.806094   11.915094   11.912896    0.970292
  15   12.093165   12.093165   -0.083799    0.050568   -0.505718   -0.538949   -0.438332   11.992549   11.994428   -0.503657   -0.536888   11.994610   11.996451    0.981320
  16   12.600297   12.600297   -0.712125    0.445084   -1.514540   -1.781581   -1.939450   12.758166   12.752215   -1.467191   -1.734232   12.805515   12.797779    0.962305
 

================================================================================

    n = band index.
  Emf = "inner" mean-field energy eigenvalue used to construct Sigma(E),
        read from WFN_inner.
   Eo = "outer" mean-field energy eigenvalue where we center the evaluation
        frequency grid {E} of Sigma(E). Defaults to Emf, unless
        you use WFN_outer and eqp_outer.dat / scissors_outer.
  Vxc = exchange-correlation pot., calculated from VXC or read from vxc.dat.
    X = bare exchange.
   SX = screened exchange contrib. to Sigma(E) at energy E=Eo
   CH = Coulomb hole contrib. to Sigma(E) at energy E=Eo
  Cor = SX-X + CH = correlation portion of Sigma(E) at energy E=Eo.
  Sig = X + Cor = self energy, Sigma(E), at energy E=Eo.
 Eqp0 = on-shell QP energy = Emf - Vxc + Sig(Eo)
        Eqp0 is *not* the recommended quantity to use for QP properties.
 Eqp1 = off-shell solution to the linearized  Dyson`s equation
      = Eqp0 + (dSig/dE) / (1 - dSig/dE) * (Eqp0 - Eo),
        or a full linear interpolation if more freq. points where computed.
        Eqp1 is the recommended quantity to use for QP properties.
  Znk = quasiparticle renormalization factor

 Notes on the static remainder:
 - Unprimed values, such as Eqp0, are evaluated WITH the static remainder
 - Primed values, such as Eqp0`, are evaluated WITHOUT the static remainder

 Notes on the finite_difference_form from sigma.inp file:
   none    : -2 => dSig/dE = 0 (skip the expansion)
   backward: -1 => dSig/dE = (Sig(Eo) - Sig(Eo-dE)) / dE
   central :  0 => dSig/dE = (Sig(Eo+dE) - Sig(Eo-dE)) / (2*dE)
   forward :  1 => dSig/dE = (Sig(Eo+dE) - Sig(Eo)) / dE
   default :  2 => forward for diagonal and none for off-diagonal
   dE is finite_difference_spacing from Sigma.inp file.
   We are using the form #2 with dE = 1.000 eV.

 General notes:
 - All energies are reported here in eV.
 - Both Emf and Vxc contain the average pot. Vxc0, so Vxc0 doesn`t affect Sigma.
 - Eqp1 and Eqp0 are Eqs. (36-37) from Hybertsen & Louie PRB 34 5390.
 - We recommend you use Eqp1 for QP properties of materials.

================================================================================

