# q=  0.43737296E-03  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     334     -0.48142809E-04     -0.48157399E-04     -0.88131463E-04     -0.16394762E-03
     335     -0.48142867E-04     -0.48157399E-04     -0.88249744E-04     -0.16394762E-03
     336     -0.48142921E-04     -0.48157399E-04     -0.88371736E-04     -0.16394762E-03
     337     -0.48142977E-04     -0.48157399E-04     -0.88534875E-04     -0.16394762E-03
     338     -0.48143036E-04     -0.48157399E-04     -0.88686344E-04     -0.16394762E-03
     339     -0.48143083E-04     -0.48157399E-04     -0.88793910E-04     -0.16394762E-03
     340     -0.48143149E-04     -0.48157399E-04     -0.88923063E-04     -0.16394762E-03
     341     -0.48143196E-04     -0.48157399E-04     -0.89030519E-04     -0.16394762E-03
     342     -0.48143245E-04     -0.48157399E-04     -0.89131706E-04     -0.16394762E-03
     343     -0.48143288E-04     -0.48157399E-04     -0.89244257E-04     -0.16394762E-03
     344     -0.48143338E-04     -0.48157399E-04     -0.89369799E-04     -0.16394762E-03
     345     -0.48143397E-04     -0.48157399E-04     -0.89527663E-04     -0.16394762E-03
     346     -0.48143433E-04     -0.48157399E-04     -0.89603624E-04     -0.16394762E-03
     347     -0.48143476E-04     -0.48157399E-04     -0.89728322E-04     -0.16394762E-03
     348     -0.48143527E-04     -0.48157399E-04     -0.89842553E-04     -0.16394762E-03
     349     -0.48143568E-04     -0.48157399E-04     -0.89952209E-04     -0.16394762E-03
     350     -0.48143600E-04     -0.48157399E-04     -0.90036325E-04     -0.16394762E-03
     351     -0.48143669E-04     -0.48157399E-04     -0.90203618E-04     -0.16394762E-03
     352     -0.48143696E-04     -0.48157399E-04     -0.90273863E-04     -0.16394762E-03
     353     -0.48143756E-04     -0.48157399E-04     -0.90462062E-04     -0.16394762E-03
     354     -0.48143802E-04     -0.48157399E-04     -0.90584405E-04     -0.16394762E-03
     355     -0.48143846E-04     -0.48157399E-04     -0.90688341E-04     -0.16394762E-03
     356     -0.48143895E-04     -0.48157399E-04     -0.90806499E-04     -0.16394762E-03
     357     -0.48143949E-04     -0.48157399E-04     -0.90938917E-04     -0.16394762E-03
     358     -0.48143989E-04     -0.48157399E-04     -0.91058980E-04     -0.16394762E-03
     359     -0.48144038E-04     -0.48157399E-04     -0.91191477E-04     -0.16394762E-03
     360     -0.48144080E-04     -0.48157399E-04     -0.91301718E-04     -0.16394762E-03
     361     -0.48144128E-04     -0.48157399E-04     -0.91404782E-04     -0.16394762E-03
     362     -0.48144186E-04     -0.48157399E-04     -0.91561356E-04     -0.16394762E-03
     363     -0.48144233E-04     -0.48157399E-04     -0.91686910E-04     -0.16394762E-03
     364     -0.48144273E-04     -0.48157399E-04     -0.91805716E-04     -0.16394762E-03
     365     -0.48144318E-04     -0.48157399E-04     -0.91935394E-04     -0.16394762E-03
     366     -0.48144362E-04     -0.48157399E-04     -0.92088822E-04     -0.16394762E-03
     367     -0.48144397E-04     -0.48157399E-04     -0.92188972E-04     -0.16394762E-03
     368     -0.48144428E-04     -0.48157399E-04     -0.92290163E-04     -0.16394762E-03
     369     -0.48144463E-04     -0.48157399E-04     -0.92379077E-04     -0.16394762E-03
     370     -0.48144510E-04     -0.48157399E-04     -0.92504598E-04     -0.16394762E-03
     371     -0.48144545E-04     -0.48157399E-04     -0.92597642E-04     -0.16394762E-03
     372     -0.48144586E-04     -0.48157399E-04     -0.92724176E-04     -0.16394762E-03
     373     -0.48144659E-04     -0.48157399E-04     -0.92925855E-04     -0.16394762E-03
     374     -0.48144708E-04     -0.48157399E-04     -0.93062776E-04     -0.16394762E-03
     375     -0.48144743E-04     -0.48157399E-04     -0.93166406E-04     -0.16394762E-03
     376     -0.48144771E-04     -0.48157399E-04     -0.93254104E-04     -0.16394762E-03
     377     -0.48144803E-04     -0.48157399E-04     -0.93347761E-04     -0.16394762E-03
     378     -0.48144850E-04     -0.48157399E-04     -0.93462430E-04     -0.16394762E-03
     379     -0.48144885E-04     -0.48157399E-04     -0.93557613E-04     -0.16394762E-03
     380     -0.48144922E-04     -0.48157399E-04     -0.93658232E-04     -0.16394762E-03
     381     -0.48144965E-04     -0.48157399E-04     -0.93773552E-04     -0.16394762E-03
     382     -0.48145008E-04     -0.48157399E-04     -0.93898794E-04     -0.16394762E-03
     383     -0.48145056E-04     -0.48157399E-04     -0.94056047E-04     -0.16394762E-03
     384     -0.48145099E-04     -0.48157399E-04     -0.94188387E-04     -0.16394762E-03
     385     -0.48145149E-04     -0.48157399E-04     -0.94324943E-04     -0.16394762E-03
     386     -0.48145195E-04     -0.48157399E-04     -0.94494857E-04     -0.16394762E-03
     387     -0.48145227E-04     -0.48157399E-04     -0.94585621E-04     -0.16394762E-03
     388     -0.48145266E-04     -0.48157399E-04     -0.94713883E-04     -0.16394762E-03
     389     -0.48145309E-04     -0.48157399E-04     -0.94855719E-04     -0.16394762E-03
     390     -0.48145337E-04     -0.48157399E-04     -0.94946285E-04     -0.16394762E-03
     391     -0.48145373E-04     -0.48157399E-04     -0.95070045E-04     -0.16394762E-03
     392     -0.48145411E-04     -0.48157399E-04     -0.95197645E-04     -0.16394762E-03
     393     -0.48145443E-04     -0.48157399E-04     -0.95300747E-04     -0.16394762E-03
     394     -0.48145487E-04     -0.48157399E-04     -0.95466662E-04     -0.16394762E-03
     395     -0.48145536E-04     -0.48157399E-04     -0.95624135E-04     -0.16394762E-03
     396     -0.48145572E-04     -0.48157399E-04     -0.95735758E-04     -0.16394762E-03
     397     -0.48145613E-04     -0.48157399E-04     -0.95867857E-04     -0.16394762E-03
     398     -0.48145654E-04     -0.48157399E-04     -0.96003682E-04     -0.16394762E-03
     399     -0.48145690E-04     -0.48157399E-04     -0.96106646E-04     -0.16394762E-03
     400     -0.48145724E-04     -0.48157399E-04     -0.96236453E-04     -0.16394762E-03
     401     -0.48145749E-04     -0.48157399E-04     -0.96316372E-04     -0.16394762E-03
     402     -0.48145776E-04     -0.48157399E-04     -0.96432347E-04     -0.16394762E-03
     403     -0.48145803E-04     -0.48157399E-04     -0.96534369E-04     -0.16394762E-03
     404     -0.48145826E-04     -0.48157399E-04     -0.96615874E-04     -0.16394762E-03
     405     -0.48145853E-04     -0.48157399E-04     -0.96721303E-04     -0.16394762E-03
     406     -0.48145876E-04     -0.48157399E-04     -0.96798584E-04     -0.16394762E-03
     407     -0.48145905E-04     -0.48157399E-04     -0.96897024E-04     -0.16394762E-03
     408     -0.48145931E-04     -0.48157399E-04     -0.96990691E-04     -0.16394762E-03
     409     -0.48145961E-04     -0.48157399E-04     -0.97087252E-04     -0.16394762E-03
     410     -0.48145986E-04     -0.48157399E-04     -0.97173001E-04     -0.16394762E-03
     411     -0.48146020E-04     -0.48157399E-04     -0.97322994E-04     -0.16394762E-03
     412     -0.48146056E-04     -0.48157399E-04     -0.97442579E-04     -0.16394762E-03
     413     -0.48146088E-04     -0.48157399E-04     -0.97560896E-04     -0.16394762E-03
     414     -0.48146120E-04     -0.48157399E-04     -0.97669767E-04     -0.16394762E-03
     415     -0.48146144E-04     -0.48157399E-04     -0.97763381E-04     -0.16394762E-03
     416     -0.48146171E-04     -0.48157399E-04     -0.97860976E-04     -0.16394762E-03
     417     -0.48146214E-04     -0.48157399E-04     -0.98005443E-04     -0.16394762E-03
     418     -0.48146245E-04     -0.48157399E-04     -0.98118358E-04     -0.16394762E-03
     419     -0.48146276E-04     -0.48157399E-04     -0.98235705E-04     -0.16394762E-03
     420     -0.48146305E-04     -0.48157399E-04     -0.98339668E-04     -0.16394762E-03
     421     -0.48146339E-04     -0.48157399E-04     -0.98466557E-04     -0.16394762E-03
     422     -0.48146376E-04     -0.48157399E-04     -0.98590205E-04     -0.16394762E-03
     423     -0.48146413E-04     -0.48157399E-04     -0.98735662E-04     -0.16394762E-03
     424     -0.48146439E-04     -0.48157399E-04     -0.98844279E-04     -0.16394762E-03
     425     -0.48146471E-04     -0.48157399E-04     -0.98970884E-04     -0.16394762E-03
     426     -0.48146497E-04     -0.48157399E-04     -0.99093393E-04     -0.16394762E-03
     427     -0.48146544E-04     -0.48157399E-04     -0.99266551E-04     -0.16394762E-03
     428     -0.48146565E-04     -0.48157399E-04     -0.99351337E-04     -0.16394762E-03
     429     -0.48146603E-04     -0.48157399E-04     -0.99518402E-04     -0.16394762E-03
     430     -0.48146636E-04     -0.48157399E-04     -0.99649024E-04     -0.16394762E-03
     431     -0.48146672E-04     -0.48157399E-04     -0.99805260E-04     -0.16394762E-03
     432     -0.48146700E-04     -0.48157399E-04     -0.99918813E-04     -0.16394762E-03
     433     -0.48146720E-04     -0.48157399E-04     -0.10000671E-03     -0.16394762E-03
     434     -0.48146743E-04     -0.48157399E-04     -0.10010537E-03     -0.16394762E-03
     435     -0.48146780E-04     -0.48157399E-04     -0.10024706E-03     -0.16394762E-03
     436     -0.48146815E-04     -0.48157399E-04     -0.10040204E-03     -0.16394762E-03
     437     -0.48146837E-04     -0.48157399E-04     -0.10050404E-03     -0.16394762E-03
     438     -0.48146870E-04     -0.48157399E-04     -0.10064658E-03     -0.16394762E-03
     439     -0.48146900E-04     -0.48157399E-04     -0.10079534E-03     -0.16394762E-03
     440     -0.48146918E-04     -0.48157399E-04     -0.10087490E-03     -0.16394762E-03
     441     -0.48146947E-04     -0.48157399E-04     -0.10100790E-03     -0.16394762E-03
     442     -0.48146980E-04     -0.48157399E-04     -0.10117107E-03     -0.16394762E-03
     443     -0.48147005E-04     -0.48157399E-04     -0.10128415E-03     -0.16394762E-03
     444     -0.48147035E-04     -0.48157399E-04     -0.10140075E-03     -0.16394762E-03
     445     -0.48147057E-04     -0.48157399E-04     -0.10151421E-03     -0.16394762E-03
     446     -0.48147091E-04     -0.48157399E-04     -0.10166909E-03     -0.16394762E-03
     447     -0.48147118E-04     -0.48157399E-04     -0.10179513E-03     -0.16394762E-03
     448     -0.48147160E-04     -0.48157399E-04     -0.10199602E-03     -0.16394762E-03
     449     -0.48147182E-04     -0.48157399E-04     -0.10210910E-03     -0.16394762E-03
     450     -0.48147212E-04     -0.48157399E-04     -0.10225974E-03     -0.16394762E-03
     451     -0.48147228E-04     -0.48157399E-04     -0.10233389E-03     -0.16394762E-03
     452     -0.48147262E-04     -0.48157399E-04     -0.10250395E-03     -0.16394762E-03
     453     -0.48147279E-04     -0.48157399E-04     -0.10261203E-03     -0.16394762E-03
     454     -0.48147308E-04     -0.48157399E-04     -0.10278017E-03     -0.16394762E-03
     455     -0.48147330E-04     -0.48157399E-04     -0.10291145E-03     -0.16394762E-03
     456     -0.48147358E-04     -0.48157399E-04     -0.10308717E-03     -0.16394762E-03
     457     -0.48147376E-04     -0.48157399E-04     -0.10320226E-03     -0.16394762E-03
     458     -0.48147409E-04     -0.48157399E-04     -0.10336929E-03     -0.16394762E-03
     459     -0.48147441E-04     -0.48157399E-04     -0.10352935E-03     -0.16394762E-03
     460     -0.48147462E-04     -0.48157399E-04     -0.10364408E-03     -0.16394762E-03
     461     -0.48147480E-04     -0.48157399E-04     -0.10373590E-03     -0.16394762E-03
     462     -0.48147501E-04     -0.48157399E-04     -0.10387389E-03     -0.16394762E-03
     463     -0.48147525E-04     -0.48157399E-04     -0.10400980E-03     -0.16394762E-03
     464     -0.48147539E-04     -0.48157399E-04     -0.10409194E-03     -0.16394762E-03
     465     -0.48147556E-04     -0.48157399E-04     -0.10417845E-03     -0.16394762E-03
     466     -0.48147569E-04     -0.48157399E-04     -0.10425091E-03     -0.16394762E-03
     467     -0.48147597E-04     -0.48157399E-04     -0.10438970E-03     -0.16394762E-03
     468     -0.48147621E-04     -0.48157399E-04     -0.10450981E-03     -0.16394762E-03
     469     -0.48147637E-04     -0.48157399E-04     -0.10459986E-03     -0.16394762E-03
     470     -0.48147653E-04     -0.48157399E-04     -0.10469149E-03     -0.16394762E-03
     471     -0.48147670E-04     -0.48157399E-04     -0.10479106E-03     -0.16394762E-03
     472     -0.48147689E-04     -0.48157399E-04     -0.10491774E-03     -0.16394762E-03
     473     -0.48147710E-04     -0.48157399E-04     -0.10504362E-03     -0.16394762E-03
     474     -0.48147724E-04     -0.48157399E-04     -0.10513964E-03     -0.16394762E-03
     475     -0.48147744E-04     -0.48157399E-04     -0.10525912E-03     -0.16394762E-03
     476     -0.48147762E-04     -0.48157399E-04     -0.10539928E-03     -0.16394762E-03
     477     -0.48147780E-04     -0.48157399E-04     -0.10550867E-03     -0.16394762E-03
     478     -0.48147796E-04     -0.48157399E-04     -0.10563612E-03     -0.16394762E-03
     479     -0.48147821E-04     -0.48157399E-04     -0.10576397E-03     -0.16394762E-03
     480     -0.48147844E-04     -0.48157399E-04     -0.10591448E-03     -0.16394762E-03
     481     -0.48147860E-04     -0.48157399E-04     -0.10602559E-03     -0.16394762E-03
     482     -0.48147881E-04     -0.48157399E-04     -0.10614221E-03     -0.16394762E-03
     483     -0.48147905E-04     -0.48157399E-04     -0.10628182E-03     -0.16394762E-03
     484     -0.48147924E-04     -0.48157399E-04     -0.10641655E-03     -0.16394762E-03
     485     -0.48147943E-04     -0.48157399E-04     -0.10655835E-03     -0.16394762E-03
     486     -0.48147958E-04     -0.48157399E-04     -0.10665806E-03     -0.16394762E-03
     487     -0.48147980E-04     -0.48157399E-04     -0.10681852E-03     -0.16394762E-03
     488     -0.48147995E-04     -0.48157399E-04     -0.10690707E-03     -0.16394762E-03
     489     -0.48148014E-04     -0.48157399E-04     -0.10704547E-03     -0.16394762E-03
     490     -0.48148035E-04     -0.48157399E-04     -0.10718402E-03     -0.16394762E-03
     491     -0.48148052E-04     -0.48157399E-04     -0.10733818E-03     -0.16394762E-03
     492     -0.48148068E-04     -0.48157399E-04     -0.10744737E-03     -0.16394762E-03
     493     -0.48148081E-04     -0.48157399E-04     -0.10753379E-03     -0.16394762E-03
     494     -0.48148098E-04     -0.48157399E-04     -0.10767021E-03     -0.16394762E-03
     495     -0.48148120E-04     -0.48157399E-04     -0.10781649E-03     -0.16394762E-03
     496     -0.48148134E-04     -0.48157399E-04     -0.10793519E-03     -0.16394762E-03
 
# q=  0.35427209E-01  0.00000000E+00  0.00000000E+00  (qpt 9)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.48161956E-04     -0.76795464E-04     -0.24884370E-05     -0.16192159E-03
       2     -0.52267419E-04     -0.76795464E-04     -0.48596587E-05     -0.16192159E-03
       3     -0.53612512E-04     -0.76795464E-04     -0.57812152E-05     -0.16192159E-03
       4     -0.53927009E-04     -0.76795464E-04     -0.66713066E-05     -0.16192159E-03
       5     -0.55924827E-04     -0.76795464E-04     -0.75027855E-05     -0.16192159E-03
       6     -0.56443282E-04     -0.76795464E-04     -0.87398138E-05     -0.16192159E-03
       7     -0.60819006E-04     -0.76795464E-04     -0.10904583E-04     -0.16192159E-03
       8     -0.61792000E-04     -0.76795464E-04     -0.11971285E-04     -0.16192159E-03
       9     -0.68014839E-04     -0.76795464E-04     -0.14914039E-04     -0.16192159E-03
      10     -0.70167276E-04     -0.76795464E-04     -0.16457686E-04     -0.16192159E-03
      11     -0.71453815E-04     -0.76795464E-04     -0.18773370E-04     -0.16192159E-03
      12     -0.73026481E-04     -0.76795464E-04     -0.21204464E-04     -0.16192159E-03
      13     -0.74157639E-04     -0.76795464E-04     -0.23630977E-04     -0.16192159E-03
      14     -0.74443186E-04     -0.76795464E-04     -0.25852573E-04     -0.16192159E-03
      15     -0.74784132E-04     -0.76795464E-04     -0.26662078E-04     -0.16192159E-03
      16     -0.74924115E-04     -0.76795464E-04     -0.27719689E-04     -0.16192159E-03
      17     -0.75029212E-04     -0.76795464E-04     -0.28103094E-04     -0.16192159E-03
      18     -0.75153906E-04     -0.76795464E-04     -0.29494147E-04     -0.16192159E-03
      19     -0.75247882E-04     -0.76795464E-04     -0.30379117E-04     -0.16192159E-03
      20     -0.75342715E-04     -0.76795464E-04     -0.31612259E-04     -0.16192159E-03
      21     -0.75429835E-04     -0.76795464E-04     -0.32907755E-04     -0.16192159E-03
      22     -0.75497715E-04     -0.76795464E-04     -0.33645560E-04     -0.16192159E-03
      23     -0.75552981E-04     -0.76795464E-04     -0.34804281E-04     -0.16192159E-03
      24     -0.75609627E-04     -0.76795464E-04     -0.35081162E-04     -0.16192159E-03
      25     -0.75656512E-04     -0.76795464E-04     -0.35775614E-04     -0.16192159E-03
      26     -0.75700827E-04     -0.76795464E-04     -0.36352530E-04     -0.16192159E-03
      27     -0.75728852E-04     -0.76795464E-04     -0.36617790E-04     -0.16192159E-03
      28     -0.75766906E-04     -0.76795464E-04     -0.37367621E-04     -0.16192159E-03
      29     -0.75788842E-04     -0.76795464E-04     -0.37637428E-04     -0.16192159E-03
      30     -0.75814286E-04     -0.76795464E-04     -0.37961309E-04     -0.16192159E-03
      31     -0.75838919E-04     -0.76795464E-04     -0.38229194E-04     -0.16192159E-03
      32     -0.75867911E-04     -0.76795464E-04     -0.38677225E-04     -0.16192159E-03
      33     -0.75905872E-04     -0.76795464E-04     -0.39031076E-04     -0.16192159E-03
      34     -0.75961023E-04     -0.76795464E-04     -0.39573844E-04     -0.16192159E-03
      35     -0.75994572E-04     -0.76795464E-04     -0.39860104E-04     -0.16192159E-03
      36     -0.76103444E-04     -0.76795464E-04     -0.40816156E-04     -0.16192159E-03
      37     -0.76149593E-04     -0.76795464E-04     -0.41149022E-04     -0.16192159E-03
      38     -0.76189428E-04     -0.76795464E-04     -0.41606556E-04     -0.16192159E-03
      39     -0.76212960E-04     -0.76795464E-04     -0.41811108E-04     -0.16192159E-03
      40     -0.76228472E-04     -0.76795464E-04     -0.41997748E-04     -0.16192159E-03
      41     -0.76240344E-04     -0.76795464E-04     -0.42138558E-04     -0.16192159E-03
      42     -0.76250010E-04     -0.76795464E-04     -0.42321970E-04     -0.16192159E-03
      43     -0.76268315E-04     -0.76795464E-04     -0.42475398E-04     -0.16192159E-03
      44     -0.76278028E-04     -0.76795464E-04     -0.42632881E-04     -0.16192159E-03
      45     -0.76290190E-04     -0.76795464E-04     -0.42820285E-04     -0.16192159E-03
      46     -0.76299017E-04     -0.76795464E-04     -0.42966346E-04     -0.16192159E-03
      47     -0.76311002E-04     -0.76795464E-04     -0.43087121E-04     -0.16192159E-03
      48     -0.76320054E-04     -0.76795464E-04     -0.43233226E-04     -0.16192159E-03
      49     -0.76330116E-04     -0.76795464E-04     -0.43419731E-04     -0.16192159E-03
      50     -0.76337181E-04     -0.76795464E-04     -0.43534992E-04     -0.16192159E-03
      51     -0.76345915E-04     -0.76795464E-04     -0.43673564E-04     -0.16192159E-03
      52     -0.76357250E-04     -0.76795464E-04     -0.43962991E-04     -0.16192159E-03
      53     -0.76367485E-04     -0.76795464E-04     -0.44138455E-04     -0.16192159E-03
      54     -0.76374124E-04     -0.76795464E-04     -0.44310939E-04     -0.16192159E-03
      55     -0.76391000E-04     -0.76795464E-04     -0.44657169E-04     -0.16192159E-03
      56     -0.76402271E-04     -0.76795464E-04     -0.44962306E-04     -0.16192159E-03
      57     -0.76412562E-04     -0.76795464E-04     -0.45164905E-04     -0.16192159E-03
      58     -0.76422654E-04     -0.76795464E-04     -0.45384493E-04     -0.16192159E-03
      59     -0.76436504E-04     -0.76795464E-04     -0.45650926E-04     -0.16192159E-03
      60     -0.76451817E-04     -0.76795464E-04     -0.46024072E-04     -0.16192159E-03
      61     -0.76466543E-04     -0.76795464E-04     -0.46386880E-04     -0.16192159E-03
      62     -0.76476494E-04     -0.76795464E-04     -0.46735598E-04     -0.16192159E-03
      63     -0.76485701E-04     -0.76795464E-04     -0.47008700E-04     -0.16192159E-03
      64     -0.76491521E-04     -0.76795464E-04     -0.47177154E-04     -0.16192159E-03
      65     -0.76500664E-04     -0.76795464E-04     -0.47448920E-04     -0.16192159E-03
      66     -0.76508110E-04     -0.76795464E-04     -0.47701635E-04     -0.16192159E-03
      67     -0.76515966E-04     -0.76795464E-04     -0.47955024E-04     -0.16192159E-03
      68     -0.76523396E-04     -0.76795464E-04     -0.48237862E-04     -0.16192159E-03
      69     -0.76530272E-04     -0.76795464E-04     -0.48490793E-04     -0.16192159E-03
      70     -0.76536833E-04     -0.76795464E-04     -0.48724028E-04     -0.16192159E-03
      71     -0.76542736E-04     -0.76795464E-04     -0.48933931E-04     -0.16192159E-03
      72     -0.76550929E-04     -0.76795464E-04     -0.49309375E-04     -0.16192159E-03
      73     -0.76557779E-04     -0.76795464E-04     -0.49604362E-04     -0.16192159E-03
      74     -0.76562298E-04     -0.76795464E-04     -0.49823096E-04     -0.16192159E-03
      75     -0.76568584E-04     -0.76795464E-04     -0.50073356E-04     -0.16192159E-03
      76     -0.76572469E-04     -0.76795464E-04     -0.50294448E-04     -0.16192159E-03
      77     -0.76577287E-04     -0.76795464E-04     -0.50462591E-04     -0.16192159E-03
      78     -0.76580440E-04     -0.76795464E-04     -0.50601482E-04     -0.16192159E-03
      79     -0.76584306E-04     -0.76795464E-04     -0.50774435E-04     -0.16192159E-03
      80     -0.76587562E-04     -0.76795464E-04     -0.50910776E-04     -0.16192159E-03
      81     -0.76590535E-04     -0.76795464E-04     -0.51041803E-04     -0.16192159E-03
      82     -0.76593142E-04     -0.76795464E-04     -0.51155442E-04     -0.16192159E-03
      83     -0.76595796E-04     -0.76795464E-04     -0.51279086E-04     -0.16192159E-03
      84     -0.76598276E-04     -0.76795464E-04     -0.51407502E-04     -0.16192159E-03
      85     -0.76601772E-04     -0.76795464E-04     -0.51566943E-04     -0.16192159E-03
      86     -0.76604415E-04     -0.76795464E-04     -0.51719021E-04     -0.16192159E-03
      87     -0.76607754E-04     -0.76795464E-04     -0.51869222E-04     -0.16192159E-03
      88     -0.76610702E-04     -0.76795464E-04     -0.52021628E-04     -0.16192159E-03
      89     -0.76613244E-04     -0.76795464E-04     -0.52131556E-04     -0.16192159E-03
      90     -0.76616200E-04     -0.76795464E-04     -0.52334541E-04     -0.16192159E-03
      91     -0.76618285E-04     -0.76795464E-04     -0.52456843E-04     -0.16192159E-03
      92     -0.76621792E-04     -0.76795464E-04     -0.52709954E-04     -0.16192159E-03
      93     -0.76625569E-04     -0.76795464E-04     -0.52949254E-04     -0.16192159E-03
      94     -0.76627344E-04     -0.76795464E-04     -0.53097223E-04     -0.16192159E-03
      95     -0.76629767E-04     -0.76795464E-04     -0.53286585E-04     -0.16192159E-03
      96     -0.76633090E-04     -0.76795464E-04     -0.53559572E-04     -0.16192159E-03
      97     -0.76636637E-04     -0.76795464E-04     -0.53782607E-04     -0.16192159E-03
      98     -0.76639249E-04     -0.76795464E-04     -0.53974189E-04     -0.16192159E-03
      99     -0.76641853E-04     -0.76795464E-04     -0.54166050E-04     -0.16192159E-03
     100     -0.76643801E-04     -0.76795464E-04     -0.54298903E-04     -0.16192159E-03
     101     -0.76645973E-04     -0.76795464E-04     -0.54445112E-04     -0.16192159E-03
     102     -0.76648743E-04     -0.76795464E-04     -0.54658231E-04     -0.16192159E-03
     103     -0.76651361E-04     -0.76795464E-04     -0.54885962E-04     -0.16192159E-03
     104     -0.76654136E-04     -0.76795464E-04     -0.55151337E-04     -0.16192159E-03
     105     -0.76656285E-04     -0.76795464E-04     -0.55300489E-04     -0.16192159E-03
     106     -0.76657965E-04     -0.76795464E-04     -0.55441301E-04     -0.16192159E-03
     107     -0.76659485E-04     -0.76795464E-04     -0.55565919E-04     -0.16192159E-03
     108     -0.76661373E-04     -0.76795464E-04     -0.55686176E-04     -0.16192159E-03
     109     -0.76663027E-04     -0.76795464E-04     -0.55824587E-04     -0.16192159E-03
     110     -0.76665100E-04     -0.76795464E-04     -0.55974666E-04     -0.16192159E-03
     111     -0.76667010E-04     -0.76795464E-04     -0.56122705E-04     -0.16192159E-03
     112     -0.76668542E-04     -0.76795464E-04     -0.56243777E-04     -0.16192159E-03
     113     -0.76670294E-04     -0.76795464E-04     -0.56400420E-04     -0.16192159E-03
     114     -0.76671436E-04     -0.76795464E-04     -0.56497071E-04     -0.16192159E-03
     115     -0.76673660E-04     -0.76795464E-04     -0.56699289E-04     -0.16192159E-03
     116     -0.76674930E-04     -0.76795464E-04     -0.56818345E-04     -0.16192159E-03
     117     -0.76676491E-04     -0.76795464E-04     -0.56961197E-04     -0.16192159E-03
     118     -0.76677798E-04     -0.76795464E-04     -0.57107874E-04     -0.16192159E-03
     119     -0.76679699E-04     -0.76795464E-04     -0.57271958E-04     -0.16192159E-03
     120     -0.76680744E-04     -0.76795464E-04     -0.57368763E-04     -0.16192159E-03
     121     -0.76682211E-04     -0.76795464E-04     -0.57522420E-04     -0.16192159E-03
     122     -0.76683522E-04     -0.76795464E-04     -0.57646598E-04     -0.16192159E-03
     123     -0.76684805E-04     -0.76795464E-04     -0.57770966E-04     -0.16192159E-03
     124     -0.76685817E-04     -0.76795464E-04     -0.57883160E-04     -0.16192159E-03
     125     -0.76687726E-04     -0.76795464E-04     -0.58069357E-04     -0.16192159E-03
     126     -0.76688758E-04     -0.76795464E-04     -0.58174663E-04     -0.16192159E-03
     127     -0.76690456E-04     -0.76795464E-04     -0.58395680E-04     -0.16192159E-03
     128     -0.76691232E-04     -0.76795464E-04     -0.58478058E-04     -0.16192159E-03
     129     -0.76692654E-04     -0.76795464E-04     -0.58646971E-04     -0.16192159E-03
     130     -0.76693865E-04     -0.76795464E-04     -0.58794349E-04     -0.16192159E-03
     131     -0.76694904E-04     -0.76795464E-04     -0.58924127E-04     -0.16192159E-03
     132     -0.76695955E-04     -0.76795464E-04     -0.59076441E-04     -0.16192159E-03
     133     -0.76697368E-04     -0.76795464E-04     -0.59210759E-04     -0.16192159E-03
     134     -0.76698379E-04     -0.76795464E-04     -0.59325977E-04     -0.16192159E-03
     135     -0.76699100E-04     -0.76795464E-04     -0.59396819E-04     -0.16192159E-03
     136     -0.76700314E-04     -0.76795464E-04     -0.59559099E-04     -0.16192159E-03
     137     -0.76701499E-04     -0.76795464E-04     -0.59695898E-04     -0.16192159E-03
     138     -0.76702394E-04     -0.76795464E-04     -0.59830381E-04     -0.16192159E-03
     139     -0.76703049E-04     -0.76795464E-04     -0.59921610E-04     -0.16192159E-03
     140     -0.76704436E-04     -0.76795464E-04     -0.60060146E-04     -0.16192159E-03
     141     -0.76705099E-04     -0.76795464E-04     -0.60186953E-04     -0.16192159E-03
     142     -0.76705981E-04     -0.76795464E-04     -0.60297409E-04     -0.16192159E-03
     143     -0.76706781E-04     -0.76795464E-04     -0.60444888E-04     -0.16192159E-03
     144     -0.76707795E-04     -0.76795464E-04     -0.60613584E-04     -0.16192159E-03
     145     -0.76708454E-04     -0.76795464E-04     -0.60734742E-04     -0.16192159E-03
     146     -0.76709159E-04     -0.76795464E-04     -0.60874877E-04     -0.16192159E-03
     147     -0.76710152E-04     -0.76795464E-04     -0.61007875E-04     -0.16192159E-03
     148     -0.76711042E-04     -0.76795464E-04     -0.61198634E-04     -0.16192159E-03
     149     -0.76711715E-04     -0.76795464E-04     -0.61309293E-04     -0.16192159E-03
     150     -0.76712871E-04     -0.76795464E-04     -0.61541221E-04     -0.16192159E-03
     151     -0.76713562E-04     -0.76795464E-04     -0.61698071E-04     -0.16192159E-03
     152     -0.76714716E-04     -0.76795464E-04     -0.61866680E-04     -0.16192159E-03
     153     -0.76715777E-04     -0.76795464E-04     -0.62075616E-04     -0.16192159E-03
     154     -0.76716495E-04     -0.76795464E-04     -0.62239409E-04     -0.16192159E-03
     155     -0.76717249E-04     -0.76795464E-04     -0.62387390E-04     -0.16192159E-03
     156     -0.76717985E-04     -0.76795464E-04     -0.62530711E-04     -0.16192159E-03
     157     -0.76718599E-04     -0.76795464E-04     -0.62663740E-04     -0.16192159E-03
     158     -0.76719165E-04     -0.76795464E-04     -0.62762053E-04     -0.16192159E-03
